chr20	21284556	21284606	3
chr9	84300909	84300959	0
chr11	12520761	12520811	0
chr9	97681871	97681921	0
chr16	89638762	89638812	2
chr12	49785906	49785956	0
chr20	34195513	34195563	3
chr7	26693417	26693467	2
chr5	90354604	90354654	0
chr7	138144481	138144531	3
chr5	140372655	140372705	3
chr12	54560474	54560524	0
chr5	55575952	55576002	3
chr15	66944773	66944823	0
chr7	73879389	73879439	3
chr7	20784514	20784564	3
chr12	71105719	71105769	3
chr17	29836009	29836060	4
chr20	50331809	50331859	0
chr15	71185474	71185524	1
chr3	16939225	16939275	3
chr18	75414696	75414746	0
chr2	12190631	12190682	4
chr10	121855678	121855729	4
chr5	150226832	150226882	5
chr6	55692594	55692644	3
chr7	108493837	108493887	0
chr7	19891286	19891337	4
chr7	75719145	75719195	3
chr3	12894874	12894925	4
chr19	13733642	13733692	0
chr21	16920062	16920112	3
chr17	43978587	43978638	4
chr8	132378240	132378290	3
chr14	73393032	73393082	0
chr20	14859834	14859884	0
chr5	14664210	14664260	2
chr5	127457590	127457640	2
chr6	108533012	108533062	0
chr17	59277023	59277074	4
chr20	44501463	44501513	2
chr6	42420511	42420561	3
chr1	95561484	95561535	4
chr2	236504236	236504286	1
chr3	72987946	72987996	3
chr16	12009894	12009944	2
chr16	68001389	68001439	2
chr3	124505772	124505822	0
chr6	132147318	132147368	0
chr8	224454	224504	0
chr6	15390712	15390762	1
chr6	126385908	126385958	0
chr9	15511334	15511384	2
chr12	111142708	111142758	1
chr1	116991644	116991695	4
chr17	57518313	57518363	1
chr15	41310833	41310883	3
chr9	115090528	115090578	0
chr17	76870191	76870242	4
chr1	151696322	151696372	0
chr11	84669447	84669497	0
chr5	117475255	117475305	0
chr15	40347576	40347626	5
chr1	217598414	217598464	0
chr12	14667343	14667393	1
chr10	126713373	126713424	4
chr13	109747497	109747547	0
chr12	123402263	123402313	0
chr3	94678204	94678254	2
chr8	101707579	101707629	0
chr5	71228714	71228764	5
chr7	157028874	157028924	3
chr8	99411381	99411431	0
chr9	112852334	112852384	2
chr11	61739267	61739317	0
chr2	36981948	36981998	0
chr7	30375847	30375897	3
chr21	40185491	40185541	3
chr6	13726026	13726077	4
chr16	73301198	73301248	0
chr1	168876408	168876458	0
chr3	118817636	118817686	1
chr8	102600146	102600196	0
chr1	223174266	223174316	3
chr1	27029074	27029124	3
chr20	14035950	14036000	5
chr2	44683223	44683273	3
chr6	1243738	1243788	0
chr15	89714875	89714925	1
chr2	75120290	75120340	0
chr15	83954997	83955048	4
chr1	222763104	222763155	4
chr14	35874650	35874700	0
chr5	1010342	1010392	3
chrX	22693247	22693297	3
chr1	113248086	113248136	3
chr21	45554719	45554769	0
chr2	6056277	6056327	0
chr1	152025192	152025242	1
chr12	58119974	58120024	1
chr7	83278408	83278458	0
chr2	55052175	55052225	0
chr6	107830755	107830805	3
chr14	26092119	26092169	0
chr10	101039357	101039407	0
chr2	40478429	40478479	0
chr14	89704462	89704512	0
chr1	109354617	109354667	0
chr6	149564215	149564265	0
