chr20	21284556	21284606	0
chr9	84300909	84300959	0
chr11	12520761	12520811	0
chr9	97681871	97681921	4
chr16	89638709	89638759	0
chr12	49785906	49785956	0
chr20	34195517	34195567	2
chr7	26693412	26693462	2
chr5	90354604	90354654	4
chr7	138144481	138144531	2
chr5	140372655	140372705	4
chr12	54560474	54560524	0
chr5	55575952	55576002	0
chr15	66944773	66944823	0
chr7	73879389	73879439	4
chr7	20784514	20784564	0
chr12	71105719	71105769	0
chr17	29836012	29836062	0
chr20	50331809	50331859	4
chr15	71185475	71185525	1
chr3	16939225	16939275	0
chr18	75414696	75414746	0
chr2	12190742	12190792	0
chr10	121855682	121855732	2
chr5	150226832	150226882	1
chr6	55692700	55692750	3
chr7	108493837	108493887	4
chr7	19891289	19891339	4
chr7	75719145	75719195	0
chr3	12894872	12894922	0
chr19	13733642	13733692	0
chr21	16920062	16920112	0
chr17	43978480	43978530	0
chr8	132378204	132378254	0
chr14	73393032	73393082	0
chr20	14859834	14859884	4
chr5	14664204	14664254	2
chr5	127457723	127457773	2
chr6	108533012	108533062	4
chr17	59276947	59276997	2
chr20	44501528	44501578	2
chr6	42420511	42420561	0
chr1	95561457	95561507	0
chr2	236504236	236504286	3
chr3	72987939	72987989	2
chr16	12009893	12009943	2
chr16	68001287	68001337	2
chr3	124505772	124505822	4
chr6	132147318	132147368	0
chr8	224454	224504	4
chr6	15390740	15390790	4
chr6	126385908	126385958	4
chr9	15511281	15511331	2
chr12	111142708	111142758	3
chr1	116991565	116991615	0
chr17	57518312	57518362	1
chr15	41310628	41310678	2
chr9	115090528	115090578	0
chr17	76870219	76870269	2
chr1	151696478	151696528	0
chr11	84669447	84669497	4
chr5	117475255	117475305	0
chr15	40347575	40347625	3
chr1	217598414	217598464	4
chr12	14667344	14667394	1
chr10	126713298	126713348	2
chr13	109747497	109747547	0
chr12	123402263	123402313	4
chr3	94678052	94678102	0
chr8	101707579	101707629	4
chr5	71228713	71228763	3
chr7	157028874	157028924	4
chr8	99411381	99411431	4
chr9	112852138	112852188	0
chr11	61739267	61739317	4
chr2	36981948	36981998	0
chr7	30375847	30375897	0
chr21	40185491	40185541	4
chr6	13726024	13726074	0
chr16	73301198	73301248	0
chr1	168876408	168876458	4
chr3	118817635	118817685	1
chr8	102600146	102600196	0
chr1	223174266	223174316	0
chr1	27028985	27029035	0
chr20	14035950	14036000	1
chr2	44683223	44683273	2
chr6	1243738	1243788	0
chr15	89714874	89714924	1
chr2	75120290	75120340	4
chr15	83955078	83955128	2
chr1	222763106	222763156	2
chr14	35874650	35874700	0
chr5	1010342	1010392	4
chrX	22693247	22693297	4
chr1	113248086	113248136	2
chr21	45554719	45554769	0
chr2	6056277	6056327	4
chr1	152025193	152025243	1
chr12	58119975	58120025	1
chr7	83278408	83278458	4
chr2	55052175	55052225	0
chr6	107830755	107830805	2
chr14	26092119	26092169	0
chr10	101039357	101039407	4
chr2	40478429	40478479	0
chr14	89704462	89704512	4
chr1	109354617	109354667	0
chr6	149564215	149564265	0
chr8	105089925	105089975	4
chr7	44078969	44079019	4
chr7	99601735	99601785	4
chr5	114709950	114710000	0
chr12	56553325	56553375	0
chr7	112023534	112023584	2
chr19	43702981	43703031	3
chrX	100150515	100150565	3
chr10	72895003	72895053	2
chr6	11428317	11428367	0
chr4	3673741	3673791	4
chr6	131687537	131687587	0
chr11	78808703	78808753	0
chr1	26448646	26448696	4
chr20	18964588	18964638	0
chr2	221092322	221092372	0
chr3	32086956	32087006	4
chr1	168596795	168596845	0
chr14	34770511	34770561	1
chr6	119805996	119806046	0
chr17	41985546	41985596	0
chr19	46172425	46172475	4
chr11	34078704	34078754	0
chr14	55894186	55894236	0
chr5	61988421	61988471	0
chr2	163846280	163846330	2
chr4	106009778	106009828	0
chr8	102769352	102769402	4
chr7	40772989	40773039	2
chr2	100190695	100190745	2
chr12	107368437	107368487	4
chr1	85680585	85680635	4
chr21	36702398	36702448	4
chr10	52548905	52548955	4
chr9	80659191	80659241	0
chr12	107038872	107038922	2
chr3	15797477	15797527	0
chrX	24168261	24168311	0
chr1	193075177	193075227	4
chr11	68530855	68530905	2
chr5	78489756	78489806	0
chr14	34551187	34551237	4
chr1	217139786	217139836	0
chr10	111896964	111897014	3
chr9	35180117	35180167	4
chr8	134885384	134885434	0
chr8	42349965	42350015	2
chr12	56915485	56915535	2
chr16	79338267	79338317	2
chr11	65309337	65309387	0
chr11	29365443	29365493	1
chr2	58109137	58109187	0
chr15	64978492	64978542	1
chr5	123932738	123932788	4
chr21	41690797	41690847	2
chr8	73232211	73232261	1
chr3	195101870	195101920	4
chr17	60130345	60130395	4
chr7	36077044	36077094	4
chr6	1296362	1296412	2
chr8	126540878	126540928	0
chr5	100226137	100226187	2
chr7	27573985	27574035	0
chr8	86879133	86879183	4
chr2	218231599	218231649	0
chr11	115040692	115040742	0
chr15	94791679	94791729	0
chr4	75240690	75240740	2
chr9	15135327	15135377	1
chr6	55607428	55607478	4
chr1	206904333	206904383	4
chr21	27498406	27498456	0
chr9	92218211	92218261	4
chr7	45283569	45283619	0
chr2	240737740	240737790	0
chr16	73077764	73077814	4
chr2	11857012	11857062	0
chr6	134936013	134936063	2
chr12	52348803	52348853	2
chr3	72475750	72475800	0
chr15	99421037	99421087	0
chr10	49571724	49571774	3
chr2	49253787	49253837	0
chr3	185826999	185827049	4
chr15	99322989	99323039	1
chr7	116062521	116062571	4
chr5	150513960	150514010	4
chr9	84219866	84219916	0
chr9	72004685	72004735	2
chr8	102648271	102648321	2
chr4	89066317	89066367	4
chr2	43265680	43265730	2
chr15	73668415	73668465	3
chr4	14881584	14881634	0
chr17	61671456	61671506	3
chr2	213992475	213992525	0
chrX	130809982	130810032	0
chr12	109715903	109715953	2
chr18	70986265	70986315	0
chr2	158682450	158682500	0
chr15	99029169	99029219	4
chr11	46920529	46920579	1
chr18	9639193	9639243	4
chrX	139994932	139994982	4
chr20	56812286	56812336	1
chr12	99047813	99047863	4
chr3	123347269	123347319	0
chr17	73804951	73805001	3
chr7	132515494	132515544	0
chr2	18061286	18061336	4
chr22	30084083	30084133	0
chr17	79031481	79031531	0
chr2	226861036	226861086	0
chr2	39821052	39821102	1
chr17	62224792	62224842	0
chr8	81279257	81279307	4
chr6	617662	617712	3
chr12	76338358	76338408	2
chr3	177800493	177800543	3
chrX	17513354	17513404	0
chr7	26728165	26728215	2
chr1	172154411	172154461	0
chr4	7863227	7863277	0
chr8	134632641	134632691	0
chr12	13280491	13280541	4
chr7	8054230	8054280	0
chr2	43454394	43454444	4
chr7	75698602	75698652	4
chr7	103032691	103032741	0
chr3	145890533	145890583	4
chr15	73092993	73093043	2
chr2	17003168	17003218	4
chrX	67708724	67708774	2
chr22	34371880	34371930	2
chr1	2718290	2718340	0
chr2	72431627	72431677	0
chr6	142622212	142622262	3
chr11	9110931	9110981	0
chr17	38771720	38771770	0
chrX	119883108	119883158	0
chr17	59800939	59800989	4
chr9	131258188	131258238	1
chr12	123069181	123069231	0
chr10	8799878	8799928	0
chr9	136241959	136242009	2
chr14	85940493	85940543	0
chr14	52899440	52899490	0
chr11	82782889	82782939	3
chr15	85473358	85473408	1
chr12	75374470	75374520	0
chr13	26552449	26552499	0
chr14	21159010	21159060	0
chr15	64455564	64455614	0
chrX	100858396	100858446	0
chr5	139944049	139944099	2
chr6	13456163	13456213	4
chr14	64010013	64010063	4
chr2	11652999	11653049	2
chr7	98520522	98520572	4
chr14	57046190	57046240	1
chr14	70133474	70133524	0
chr6	100564918	100564968	0
chr19	18633405	18633455	0
chr6	75994928	75994978	0
chr9	130659635	130659685	0
chr9	5203222	5203272	4
chr20	61164980	61165030	2
chr18	33077980	33078030	2
chr8	108199714	108199764	0
