chr20	21284487	21284537	8
chr9	84300909	84300959	0
chr11	12520761	12520812	6
chr9	97681871	97681921	0
chr16	89638628	89638678	1
chr12	49785906	49785956	0
chr20	34195462	34195512	3
chr7	26693485	26693535	4
chr5	90354604	90354654	0
chr7	138144482	138144532	4
chr5	140372655	140372705	0
chr12	54560474	54560524	0
chr5	55575883	55575933	4
chr15	66944773	66944823	0
chr7	73879389	73879439	0
chr7	20784582	20784632	8
chr12	71105720	71105770	4
chr17	29836012	29836062	0
chr20	50331809	50331859	0
chr15	71185621	71185671	4
chr3	16939225	16939275	0
chr18	75414696	75414746	0
chr2	12190741	12190792	6
chr10	121855681	121855731	4
chr5	150226832	150226883	2
chr6	55692699	55692750	5
chr7	108493837	108493887	0
chr7	19891289	19891339	0
chr7	75719145	75719195	0
chr3	12894872	12894922	0
chr19	13733642	13733692	0
chr21	16920062	16920112	0
chr17	43978587	43978637	3
chr8	132378241	132378291	4
chr14	73393032	73393082	0
chr20	14859834	14859884	0
chr5	14664210	14664260	4
chr5	127457613	127457664	6
chr6	108533012	108533062	0
chr17	59276979	59277030	6
chr20	44501429	44501480	6
chr6	42420511	42420561	0
chr1	95561489	95561539	1
chr2	236504236	236504286	7
chr3	72987945	72987995	4
chr16	12010051	12010101	3
chr16	68001387	68001437	1
chr3	124505772	124505822	0
chr6	132147318	132147368	0
chr8	224454	224504	0
chr6	15390740	15390790	0
chr6	126385908	126385958	0
chr9	15511272	15511322	8
chr12	111142708	111142759	2
chr1	116991565	116991615	0
chr17	57518312	57518363	2
chr15	41310687	41310737	8
chr9	115090528	115090578	0
chr17	76870220	76870271	6
chr1	151696478	151696528	0
chr11	84669447	84669497	0
chr5	117475255	117475305	0
chr15	40347575	40347626	5
chr1	217598414	217598464	0
chr12	14667343	14667394	5
chr10	126713405	126713456	6
chr13	109747497	109747547	0
chr12	123402263	123402313	0
chr3	94678084	94678134	3
chr8	101707579	101707629	0
chr5	71228681	71228731	3
chr7	157028874	157028924	0
chr8	99411381	99411431	0
chr9	112852138	112852188	0
chr11	61739267	61739317	0
chr2	36981948	36981998	0
chr7	30375847	30375897	0
chr21	40185492	40185542	4
chr6	13726024	13726074	0
chr16	73301198	73301248	0
chr1	168876408	168876458	0
chr3	118817636	118817686	7
chr8	102600146	102600196	0
chr1	223174266	223174316	0
chr1	27029031	27029081	8
chr20	14035951	14036001	7
chr2	44683224	44683274	4
chr6	1243738	1243788	0
chr15	89714874	89714925	2
chr2	75120290	75120340	0
chr15	83955031	83955081	1
chr1	222763086	222763136	1
chr14	35874650	35874700	0
chr5	1010342	1010392	0
chrX	22693246	22693296	4
chr1	113248087	113248137	4
chr21	45554719	45554769	0
chr2	6056277	6056327	0
chr1	152025192	152025243	2
chr12	58119984	58120035	2
chr7	83278408	83278458	0
